Frame Number,POSIX Timestamp,Num Detected Objects,Detected Objects
1433,1731187746.758914,7,"[0.0, 32.2644157409668, 2.559210777282715, -0.49622854590415955, 12.899999618530273], [0.0, 32.35857391357422, 2.8958017826080322, -0.49622854590415955, 15.100000381469727], [-1.0190632343292236, 32.52005386352539, 2.1957170963287354, -0.49622854590415955, 14.800000190734863], [0.0, 31.104183197021484, 5.759594440460205, -0.37217140197753906, 13.399999618530273], [-1.011429786682129, 32.150413513183594, 3.5874805450439453, -0.37217140197753906, 13.100000381469727], [0.0, 32.175323486328125, 4.495731353759766, -0.37217140197753906, 14.800000190734863], [-1.0190632343292236, 32.41545867919922, 3.4078128337860107, -0.37217140197753906, 15.199999809265137]"
1434,1731187746.808914,3,"[-1.9846923351287842, 31.386606216430664, 4.3962273597717285, -0.37217140197753906, 12.800000190734863], [-1.992325782775879, 31.57657814025879, 3.886775016784668, -0.37217140197753906, 13.0], [-1.0190632343292236, 32.30674362182617, 4.318517684936523, -0.37217140197753906, 12.899999618530273]"
1435,1731187746.858914,12,"[-0.9885295033454895, 31.59227180480957, 1.2626726627349854, -0.49622854590415955, 15.600000381469727], [-0.9923461675643921, 31.713891983032227, 1.2764118909835815, -0.49622854590415955, 15.199999809265137], [-1.9617921113967896, 31.149444580078125, 3.333524465560913, -0.37217140197753906, 14.5], [-1.9694255590438843, 31.336408615112305, 2.661200761795044, -0.37217140197753906, 19.5], [-0.9885295033454895, 31.399181365966797, 3.7090866565704346, -0.37217140197753906, 21.700000762939453], [-0.9923461675643921, 31.510963439941406, 3.8025476932525635, -0.37217140197753906, 21.100000381469727], [-0.9961628913879395, 31.601667404174805, 4.061886787414551, -0.37217140197753906, 17.5], [-0.9808960556983948, 30.995906829833984, 4.85184383392334, -0.24811427295207977, 14.399999618530273], [-0.9847127795219421, 31.067611694335938, 5.173483848571777, -0.24811427295207977, 18.700000762939453], [-1.977059006690979, 31.265798568725586, 4.3799872398376465, -0.24811427295207977, 20.600000381469727], [-1.9846923351287842, 31.364410400390625, 4.5518903732299805, -0.24811427295207977, 20.100000381469727], [-0.9961628913879395, 31.335906982421875, 5.7641377449035645, -0.24811427295207977, 16.299999237060547]"
1436,1731187746.908914,5,"[-1.0152465105056763, 32.27391052246094, 3.5814664363861084, -0.37217140197753906, 13.5], [-1.0190632343292236, 32.361934661865234, 3.8833465576171875, -0.37217140197753906, 12.899999618530273], [-1.011429786682129, 32.01005935668945, 4.6770853996276855, -0.24811427295207977, 13.899999618530273], [-2.0304930210113525, 32.1666259765625, 4.080207347869873, -0.24811427295207977, 13.199999809265137], [0.0, 31.845623016357422, 6.4279961585998535, -0.24811427295207977, 13.199999809265137]"
1437,1731187746.958914,6,"[-0.9847127795219421, 31.1395320892334, 4.721332550048828, -0.37217140197753906, 16.5], [-0.9885295033454895, 31.227367401123047, 4.951509952545166, -0.37217140197753906, 17.0], [-1.9846923351287842, 31.450748443603516, 3.9110541343688965, -0.37217140197753906, 15.300000190734863], [-0.9847127795219421, 30.91240119934082, 6.031982898712158, -0.24811427295207977, 15.0], [-0.9885295033454895, 31.03669548034668, 6.032370090484619, -0.24811427295207977, 16.0], [-0.9923461675643921, 31.052593231201172, 6.567851543426514, -0.24811427295207977, 14.699999809265137]"
1438,1731187747.008914,7,"[-1.9694255590438843, 31.383941650390625, 2.0250115394592285, -0.37217140197753906, 14.899999618530273], [-1.977059006690979, 31.479127883911133, 2.4080734252929688, -0.37217140197753906, 15.800000190734863], [-1.9846923351287842, 31.57634735107422, 2.71665620803833, -0.37217140197753906, 14.600000381469727], [-1.9694255590438843, 31.054113388061523, 4.969354629516602, -0.24811427295207977, 14.600000381469727], [-1.977059006690979, 31.206756591796875, 4.782537937164307, -0.24811427295207977, 15.399999618530273], [-2.9770383834838867, 31.318605422973633, 4.320546627044678, -0.24811427295207977, 13.899999618530273], [-1.0152465105056763, 32.15797805786133, 4.505184650421143, -0.24811427295207977, 12.699999809265137]"
1439,1731187747.058914,1,"[-0.9847127795219421, 31.224233627319336, 4.124152183532715, -0.37217140197753906, 13.399999618530273]"
1440,1731187747.108914,7,"[-0.9885295033454895, 31.582447052001953, 1.4883027076721191, -0.37217140197753906, 12.899999618530273], [0.0, 32.14806365966797, 4.686681747436523, -0.37217140197753906, 13.699999809265137], [-1.0190632343292236, 32.243995666503906, 4.764438152313232, -0.37217140197753906, 13.0], [-1.011429786682129, 32.05540084838867, 4.355480194091797, -0.24811427295207977, 13.699999809265137], [-1.0152465105056763, 31.963844299316406, 5.722306728363037, -0.24811427295207977, 15.0], [-1.0190632343292236, 31.838516235351562, 6.97739315032959, -0.24811427295207977, 13.399999618530273], [-1.0152465105056763, 31.694717407226562, 7.062365531921387, -0.12405713647603989, 13.100000381469727]"
1441,1731187747.158914,7,"[-0.9808960556983948, 31.12792205810547, 3.916520595550537, -0.37217140197753906, 15.0], [-0.9847127795219421, 31.23358726501465, 4.052708148956299, -0.37217140197753906, 16.100000381469727], [0.0, 31.161399841308594, 5.441526412963867, -0.37217140197753906, 14.600000381469727], [0.0, 30.667863845825195, 6.688127040863037, -0.24811427295207977, 14.100000381469727], [0.0, 30.783660888671875, 6.7303266525268555, -0.24811427295207977, 16.0], [-0.9885295033454895, 31.089296340942383, 5.755133152008057, -0.24811427295207977, 15.5], [-2.0304930210113525, 32.27663040161133, 3.091777801513672, -0.24811427295207977, 12.800000190734863]"
1442,1731187747.208914,0,[]
1443,1731187747.258914,0,[]
1444,1731187747.308914,1,"[-1.011429786682129, 32.17609786987305, 3.3492817878723145, -0.24811427295207977, 13.199999809265137]"
1445,1731187747.358914,7,"[-0.9770793318748474, 31.151269912719727, 2.498016595840454, -0.37217140197753906, 13.600000381469727], [-0.9808960556983948, 31.257728576660156, 2.6909284591674805, -0.37217140197753906, 16.5], [-1.9694255590438843, 31.363475799560547, 2.320526361465454, -0.37217140197753906, 17.200000762939453], [-1.977059006690979, 31.37607765197754, 3.5037412643432617, -0.37217140197753906, 15.300000190734863], [-1.011429786682129, 32.286808013916016, 2.0201523303985596, -0.37217140197753906, 13.800000190734863], [-2.942688226699829, 31.223678588867188, 1.2927641868591309, -0.24811427295207977, 14.800000190734863], [-2.9541382789611816, 31.270437240600586, 2.5226786136627197, -0.24811427295207977, 14.699999809265137]"
1446,1731187747.408914,3,"[0.0, 31.39743995666504, 2.6705617904663086, -0.37217140197753906, 13.899999618530273], [-1.9617921113967896, 31.26690101623535, 1.9445163011550903, -0.24811427295207977, 14.199999809265137], [-0.9847127795219421, 31.301618576049805, 3.4885616302490234, -0.24811427295207977, 14.399999618530273]"
1447,1731187747.458914,6,"[-0.9808960556983948, 31.168394088745117, 3.580212116241455, -0.37217140197753906, 13.899999618530273], [0.0, 31.20907974243164, 4.350221633911133, -0.37217140197753906, 14.0], [-0.9808960556983948, 30.881683349609375, 5.532473087310791, -0.24811427295207977, 14.0], [-1.9694255590438843, 31.155126571655273, 4.290748596191406, -0.24811427295207977, 14.199999809265137], [-2.022859573364258, 32.28866195678711, 0.9446465969085693, -0.24811427295207977, 14.100000381469727], [-2.0304930210113525, 32.402217864990234, 1.198382019996643, -0.24811427295207977, 13.5]"
1448,1731187747.508914,4,"[-0.9770793318748474, 31.135120391845703, 2.691843032836914, -0.24811427295207977, 14.100000381469727], [-0.9808960556983948, 31.2482852935791, 2.7984509468078613, -0.24811427295207977, 15.5], [0.0, 31.27124786376953, 3.8781657218933105, -0.24811427295207977, 14.699999809265137], [-1.0076130628585815, 32.145259857177734, 2.306072235107422, -0.24811427295207977, 13.0]"
1449,1731187747.558914,3,"[-1.9541586637496948, 31.168106079101562, 1.5254148244857788, -0.24811427295207977, 14.399999618530273], [-1.9617921113967896, 31.30318260192871, 1.2292087078094482, -0.24811427295207977, 15.5], [-2.9541382789611816, 31.37102508544922, 0.250835120677948, -0.24811427295207977, 14.399999618530273]"
1450,1731187747.608914,2,"[-0.9770793318748474, 31.107332229614258, 2.9959359169006348, -0.24811427295207977, 16.299999237060547], [-1.9617921113967896, 31.261850357055664, 2.0240886211395264, -0.24811427295207977, 16.700000762939453]"
1451,1731187747.658914,4,"[-1.9541586637496948, 31.19022560119629, 0.9734126925468445, -0.24811427295207977, 14.199999809265137], [-1.9617921113967896, 31.30559730529785, 1.1660871505737305, -0.24811427295207977, 14.800000190734863], [-0.9847127795219421, 31.325685501098633, 3.2654032707214355, -0.24811427295207977, 13.699999809265137], [-1.9617921113967896, 31.14581298828125, 3.3672664165496826, -0.12405713647603989, 14.300000190734863]"
1452,1731187747.708914,12,"[-1.9617921113967896, 31.326269149780273, -0.2550310790538788, -0.37217140197753906, 14.399999618530273], [-1.0037963390350342, 32.06736373901367, 1.5703904628753662, -0.37217140197753906, 13.300000190734863], [0.0, 32.13740921020508, 2.614936590194702, -0.37217140197753906, 15.100000381469727], [-2.015226125717163, 32.163387298583984, 1.0518009662628174, -0.37217140197753906, 15.100000381469727], [-1.011429786682129, 32.29644775390625, 1.859717845916748, -0.37217140197753906, 14.899999618530273], [-1.9541586637496948, 31.19156837463379, 0.9294109344482422, -0.24811427295207977, 14.100000381469727], [-1.9617921113967896, 31.296634674072266, 1.3859509229660034, -0.24811427295207977, 14.699999809265137], [-1.0037963390350342, 31.836688995361328, 4.148179054260254, -0.24811427295207977, 14.0], [-1.0076130628585815, 31.93101692199707, 4.364150047302246, -0.24811427295207977, 16.100000381469727], [-2.022859573364258, 32.1088981628418, 3.531101703643799, -0.24811427295207977, 16.100000381469727], [-1.0152465105056763, 32.21413803100586, 4.084290027618408, -0.24811427295207977, 13.399999618530273], [-2.015226125717163, 31.7414608001709, 5.2980523109436035, -0.12405713647603989, 13.399999618530273]"
1453,1731187747.758914,0,[]
1454,1731187747.808914,2,"[-0.9808960556983948, 31.205842971801758, 3.237602472305298, -0.37217140197753906, 13.5], [0.0, 30.156145095825195, 8.709518432617188, -0.24811427295207977, 13.899999618530273]"
1455,1731187747.858914,4,"[-1.9541586637496948, 31.09958267211914, 2.5678114891052246, -0.37217140197753906, 15.199999809265137], [-1.9617921113967896, 31.247772216796875, 2.2309234142303467, -0.37217140197753906, 14.800000190734863], [-1.9541586637496948, 31.04778480529785, 3.1325368881225586, -0.24811427295207977, 15.100000381469727], [-1.9617921113967896, 31.159156799316406, 3.241478443145752, -0.24811427295207977, 14.300000190734863]"
1456,1731187747.908914,7,"[0.0, 31.12825584411621, 2.9373741149902344, -0.37217140197753906, 15.699999809265137], [-1.9541586637496948, 31.19864273071289, 0.649959146976471, -0.37217140197753906, 15.699999809265137], [0.0, 31.230037689208984, 3.151763677597046, -0.37217140197753906, 15.5], [-1.9465252161026, 31.060508728027344, 1.1957036256790161, -0.24811427295207977, 13.600000381469727], [0.0, 30.92947769165039, 4.578629016876221, -0.24811427295207977, 15.800000190734863], [-0.9808960556983948, 31.112491607666016, 4.0372724533081055, -0.24811427295207977, 15.699999809265137], [-0.9847127795219421, 31.078516006469727, 5.107565879821777, -0.24811427295207977, 13.100000381469727]"
1457,1731187747.958914,1,"[-0.9770793318748474, 30.966554641723633, 4.20881986618042, -0.12405713647603989, 14.199999809265137]"
1458,1731187748.008914,6,"[-0.9770793318748474, 31.196701049804688, 1.8459702730178833, -0.37217140197753906, 12.899999618530273], [-0.9808960556983948, 31.267086029052734, 2.579937219619751, -0.37217140197753906, 13.199999809265137], [-1.9465252161026, 30.94279670715332, 2.9543535709381104, -0.24811427295207977, 13.300000190734863], [-1.9541586637496948, 31.040544509887695, 3.203489065170288, -0.24811427295207977, 15.5], [-1.9617921113967896, 31.074052810668945, 3.9753522872924805, -0.24811427295207977, 15.5], [-0.9847127795219421, 30.945199966430664, 5.8614068031311035, -0.24811427295207977, 13.0]"
1459,1731187748.058914,3,"[-1.9617921113967896, 31.28285026550293, 1.6683762073516846, -0.37217140197753906, 13.300000190734863], [-1.9617921113967896, 31.038707733154297, 4.242502212524414, -0.24811427295207977, 13.600000381469727], [-1.9694255590438843, 31.064105987548828, 4.9065022468566895, -0.24811427295207977, 13.5]"
1460,1731187748.108914,16,"[0.0, 31.093324661254883, 1.782990574836731, -0.37217140197753906, 14.899999618530273], [0.0, 31.203672409057617, 1.9817285537719727, -0.37217140197753906, 15.699999809265137], [0.0, 31.308040618896484, 2.2484304904937744, -0.37217140197753906, 14.100000381469727], [0.0, 32.03001022338867, 2.4224281311035156, -0.37217140197753906, 13.300000190734863], [-0.9694458842277527, 30.852815628051758, 3.089514970779419, -0.24811427295207977, 14.899999618530273], [-0.9732626080513, 30.967689514160156, 3.1668248176574707, -0.24811427295207977, 18.299999237060547], [-0.9770793318748474, 31.089157104492188, 3.1790075302124023, -0.24811427295207977, 19.0], [-0.9808960556983948, 31.196136474609375, 3.329817771911621, -0.24811427295207977, 17.100000381469727], [-1.9999592304229736, 31.886232376098633, 1.7962857484817505, -0.24811427295207977, 13.199999809265137], [-2.0075926780700684, 32.02199172973633, 1.5333943367004395, -0.24811427295207977, 14.600000381469727], [-1.0076130628585815, 32.15416717529297, 2.1783406734466553, -0.24811427295207977, 13.300000190734863], [-1.9465252161026, 30.75052833557129, 4.5376081466674805, -0.12405713647603989, 14.899999618530273], [-1.9541586637496948, 30.877248764038086, 4.513672351837158, -0.12405713647603989, 15.300000190734863], [-1.9617921113967896, 31.084192276000977, 3.895280122756958, -0.12405713647603989, 13.5], [-2.0075926780700684, 31.883207321166992, 3.3496828079223633, -0.12405713647603989, 13.899999618530273], [-2.015226125717163, 32.02545166015625, 3.1559572219848633, -0.12405713647603989, 12.800000190734863]"
1461,1731187748.158914,5,"[-2.022859573364258, 32.00723648071289, 4.357405662536621, -0.37217140197753906, 12.699999809265137], [-1.9465252161026, 31.03400421142578, 1.7537176609039307, -0.24811427295207977, 15.100000381469727], [-0.9770793318748474, 31.11141586303711, 2.953220844268799, -0.24811427295207977, 16.299999237060547], [-1.9617921113967896, 31.277257919311523, 1.77011239528656, -0.24811427295207977, 14.800000190734863], [-1.9541586637496948, 30.914203643798828, 4.25319766998291, -0.12405713647603989, 15.199999809265137]"
1462,1731187748.208914,5,"[-1.9541586637496948, 31.155536651611328, 1.7635986804962158, -0.37217140197753906, 14.600000381469727], [-1.9465252161026, 30.839853286743164, 3.8843770027160645, -0.24811427295207977, 13.800000190734863], [-1.9541586637496948, 30.973529815673828, 3.797121524810791, -0.24811427295207977, 14.600000381469727], [-0.9732626080513, 30.841453552246094, 4.222718715667725, -0.12405713647603989, 13.300000190734863], [-1.9541586637496948, 31.04230499267578, 3.1863694190979004, -0.12405713647603989, 14.300000190734863]"
1463,1731187748.258914,10,"[-1.9465252161026, 31.067350387573242, -1.0023506879806519, -0.37217140197753906, 14.600000381469727], [-2.9312379360198975, 31.021743774414062, -2.579848051071167, -0.37217140197753906, 14.600000381469727], [-1.9388917684555054, 30.93948745727539, 1.1704636812210083, -0.24811427295207977, 14.100000381469727], [-1.9465252161026, 31.059404373168945, 1.224038004875183, -0.24811427295207977, 16.5], [-1.9541586637496948, 31.185537338256836, 1.1135436296463013, -0.24811427295207977, 16.700000762939453], [-2.942688226699829, 31.244510650634766, -0.6082615256309509, -0.24811427295207977, 14.699999809265137], [-1.9999592304229736, 31.835786819458008, 2.5379462242126465, -0.24811427295207977, 13.0], [-2.0075926780700684, 31.970256805419922, 2.3794960975646973, -0.24811427295207977, 12.699999809265137], [-1.9999592304229736, 31.83518409729004, 2.545485734939575, -0.12405713647603989, 13.800000190734863], [-2.0075926780700684, 31.956785202026367, 2.5540499687194824, -0.12405713647603989, 14.199999809265137]"
1464,1731187748.308914,10,"[0.0, 31.21771240234375, 1.7466671466827393, -0.37217140197753906, 14.600000381469727], [-0.9808960556983948, 31.351165771484375, 1.1794580221176147, -0.37217140197753906, 14.399999618530273], [-0.9694458842277527, 30.805126190185547, 3.533482074737549, -0.24811427295207977, 14.800000190734863], [-0.9732626080513, 30.934459686279297, 3.4764695167541504, -0.24811427295207977, 18.100000381469727], [-0.9770793318748474, 31.00565528869629, 3.9103784561157227, -0.24811427295207977, 19.0], [-0.9808960556983948, 31.10059928894043, 4.1278791427612305, -0.24811427295207977, 17.700000762939453], [-0.9847127795219421, 31.23999786376953, 4.002997875213623, -0.24811427295207977, 14.199999809265137], [-1.9465252161026, 30.71596336364746, 4.765969753265381, -0.12405713647603989, 15.699999809265137], [-0.9770793318748474, 30.669466018676758, 6.002129077911377, -0.12405713647603989, 16.799999237060547], [-0.9808960556983948, 30.737558364868164, 6.284039497375488, -0.12405713647603989, 15.300000190734863]"
1465,1731187748.358914,7,"[-0.9999796152114868, 31.944753646850586, 1.5783021450042725, -0.49622854590415955, 13.800000190734863], [0.0, 31.988656997680664, 2.9181268215179443, -0.49622854590415955, 14.699999809265137], [-1.0076130628585815, 32.09590530395508, 2.9135007858276367, -0.49622854590415955, 14.0], [-0.9999796152114868, 31.752670288085938, 3.8374757766723633, -0.37217140197753906, 13.899999618530273], [-1.0037963390350342, 31.810989379882812, 4.340851306915283, -0.37217140197753906, 14.699999809265137], [-2.015226125717163, 31.90831756591797, 4.177194118499756, -0.37217140197753906, 13.800000190734863], [-1.9999592304229736, 31.564111709594727, 4.864703178405762, -0.24811427295207977, 13.100000381469727]"
1466,1731187748.408914,1,"[-1.9541586637496948, 31.079368591308594, 2.8018839359283447, -0.37217140197753906, 13.399999618530273]"
1467,1731187748.458914,0,[]
1468,1731187748.508914,6,"[0.0, 30.919937133789062, 2.517656087875366, -0.37217140197753906, 16.100000381469727], [0.0, 31.083940505981445, 1.9397138357162476, -0.37217140197753906, 16.399999618530273], [-0.9770793318748474, 31.250452041625977, 0.22585605084896088, -0.37217140197753906, 14.399999618530273], [-1.9388917684555054, 30.90003776550293, 1.9517914056777954, -0.24811427295207977, 16.200000762939453], [-0.9732626080513, 30.97943878173828, 3.0497608184814453, -0.24811427295207977, 16.799999237060547], [-1.9541586637496948, 31.183643341064453, 1.1653625965118408, -0.24811427295207977, 15.0]"
1469,1731187748.558914,12,"[-1.9312583208084106, 30.802690505981445, 1.51089346408844, -0.37217140197753906, 14.399999618530273], [-1.9388917684555054, 30.93547821044922, 1.2720129489898682, -0.37217140197753906, 18.0], [-0.9732626080513, 31.017826080322266, 2.63079571723938, -0.37217140197753906, 19.200000762939453], [-2.919787883758545, 31.00435447692871, 0.4227346181869507, -0.37217140197753906, 19.200000762939453], [-1.9541586637496948, 31.1529483795166, 1.8087315559387207, -0.37217140197753906, 18.100000381469727], [-0.9808960556983948, 31.183860778808594, 3.442892074584961, -0.37217140197753906, 14.699999809265137], [-1.9312583208084106, 30.619739532470703, 3.676957368850708, -0.24811427295207977, 13.399999618530273], [-1.9388917684555054, 30.750450134277344, 3.609931230545044, -0.24811427295207977, 17.399999618530273], [-0.9732626080513, 30.755525588989258, 4.8087639808654785, -0.24811427295207977, 18.799999237060547], [-2.919787883758545, 30.896451950073242, 2.6187801361083984, -0.24811427295207977, 18.799999237060547], [-1.9541586637496948, 30.946699142456055, 4.009932041168213, -0.24811427295207977, 18.0], [-0.9808960556983948, 30.93585205078125, 5.2210822105407715, -0.24811427295207977, 14.399999618530273]"
1470,1731187748.608914,0,[]
1471,1731187748.658914,0,[]
1472,1731187748.708914,14,"[-1.992325782775879, 31.81043815612793, -0.5322931408882141, -0.49622854590415955, 13.0], [-1.9999592304229736, 31.93602180480957, -0.22108300030231476, -0.49622854590415955, 14.300000190734863], [-2.0075926780700684, 32.0574836730957, -0.277616411447525, -0.49622854590415955, 13.399999618530273], [-0.9656291604042053, 30.828516006469727, 1.8677306175231934, -0.37217140197753906, 13.5], [-0.9694458842277527, 30.931283950805664, 2.167233467102051, -0.37217140197753906, 16.299999237060547], [-1.9465252161026, 31.04023551940918, 1.6397390365600586, -0.37217140197753906, 16.899999618530273], [-1.9541586637496948, 31.182382583618164, 1.1986238956451416, -0.37217140197753906, 15.300000190734863], [-1.992325782775879, 31.727487564086914, 2.3566625118255615, -0.37217140197753906, 14.0], [-2.99993896484375, 31.831327438354492, 1.3134652376174927, -0.37217140197753906, 15.100000381469727], [-3.0113890171051025, 31.92605209350586, 1.8569762706756592, -0.37217140197753906, 14.100000381469727], [-1.9312583208084106, 30.775894165039062, 1.983136773109436, -0.24811427295207977, 13.800000190734863], [-0.9694458842277527, 30.880889892578125, 2.794981002807617, -0.24811427295207977, 16.100000381469727], [-1.9465252161026, 30.97756576538086, 2.5642497539520264, -0.24811427295207977, 16.5], [-0.9770793318748474, 31.03004264831543, 3.7119016647338867, -0.24811427295207977, 14.600000381469727]"
1473,1731187748.758914,13,"[-0.9656291604042053, 30.82379913330078, 1.9440138339996338, -0.37217140197753906, 17.399999618530273], [-0.9694458842277527, 30.962512969970703, 1.6625550985336304, -0.37217140197753906, 19.200000762939453], [0.0, 30.996963500976562, 3.0269036293029785, -0.37217140197753906, 17.899999618530273], [0.9770793318748474, 31.02800750732422, 3.7288613319396973, -0.37217140197753906, 13.199999809265137], [-0.9770793318748474, 31.230897903442383, 1.1281439065933228, -0.37217140197753906, 13.199999809265137], [-1.9999592304229736, 31.87005615234375, 2.0634942054748535, -0.37217140197753906, 12.699999809265137], [-1.0037963390350342, 31.928955078125, 3.365105390548706, -0.37217140197753906, 13.0], [-1.9312583208084106, 30.76888656616211, 2.0890347957611084, -0.24811427295207977, 17.600000381469727], [-0.9694458842277527, 30.81220817565918, 3.471186637878418, -0.24811427295207977, 19.799999237060547], [-0.9732626080513, 30.948516845703125, 3.349008083343506, -0.24811427295207977, 19.299999237060547], [-0.9770793318748474, 31.09765625, 3.0947470664978027, -0.24811427295207977, 15.899999618530273], [-1.9999592304229736, 31.692453384399414, 3.942941427230835, -0.24811427295207977, 13.100000381469727], [-0.9732626080513, 30.633604049682617, 5.532534122467041, -0.12405713647603989, 15.800000190734863]"
1474,1731187748.808914,8,"[-1.9388917684555054, 30.817628860473633, 2.9825448989868164, -0.37217140197753906, 16.299999237060547], [-1.9465252161026, 30.832021713256836, 3.946063756942749, -0.37217140197753906, 16.0], [-0.9961628913879395, 31.61082649230957, 3.989983081817627, -0.37217140197753906, 15.199999809265137], [-1.9999592304229736, 31.808115005493164, 2.863959550857544, -0.37217140197753906, 16.100000381469727], [-2.0075926780700684, 31.86845588684082, 3.4872310161590576, -0.37217140197753906, 14.800000190734863], [-1.992325782775879, 31.369558334350586, 5.30453634262085, -0.24811427295207977, 14.300000190734863], [-1.9999592304229736, 31.533605575561523, 5.058676242828369, -0.24811427295207977, 15.399999618530273], [-2.0075926780700684, 31.58926773071289, 5.466023921966553, -0.24811427295207977, 14.600000381469727]"
1475,1731187748.858914,6,"[-1.9312583208084106, 30.792316436767578, 1.7093102931976318, -0.37217140197753906, 16.799999237060547], [-1.9388917684555054, 30.92076873779297, 1.5899091958999634, -0.37217140197753906, 17.600000381469727], [-1.9465252161026, 31.052064895629883, 1.3979038000106812, -0.37217140197753906, 15.699999809265137], [-1.9312583208084106, 30.44462776184082, 4.92068338394165, -0.24811427295207977, 16.600000381469727], [-1.9388917684555054, 30.63806915283203, 4.464372634887695, -0.24811427295207977, 17.899999618530273], [-2.919787883758545, 30.852474212646484, 3.0941123962402344, -0.24811427295207977, 16.200000762939453]"
1476,1731187748.908914,6,"[-1.9312583208084106, 30.72657012939453, 2.639383554458618, -0.37217140197753906, 14.100000381469727], [-1.9388917684555054, 30.851131439208984, 2.6133203506469727, -0.37217140197753906, 16.5], [-1.9465252161026, 30.952054977416992, 2.85573148727417, -0.37217140197753906, 16.100000381469727], [-1.9312583208084106, 30.711877822875977, 2.8051891326904297, -0.24811427295207977, 12.899999618530273], [-0.9694458842277527, 30.786354064941406, 3.6934690475463867, -0.24811427295207977, 15.5], [-1.9465252161026, 30.95063018798828, 2.8711435794830322, -0.24811427295207977, 15.699999809265137]"
1477,1731187748.958914,7,"[-0.9961628913879395, 31.740528106689453, 2.7754478454589844, -0.49622854590415955, 14.600000381469727], [-0.9999796152114868, 31.78750991821289, 3.5373117923736572, -0.49622854590415955, 14.300000190734863], [-1.9846923351287842, 31.568031311035156, 2.811645984649658, -0.37217140197753906, 14.899999618530273], [-1.992325782775879, 31.616413116455078, 3.548210859298706, -0.37217140197753906, 16.100000381469727], [-1.9999592304229736, 31.564685821533203, 4.86097526550293, -0.37217140197753906, 14.600000381469727], [-1.9846923351287842, 31.228052139282227, 5.408756256103516, -0.24811427295207977, 13.5], [-2.9884886741638184, 31.16488265991211, 5.997973442077637, -0.24811427295207977, 13.800000190734863]"
1478,1731187749.008914,4,"[-1.9312583208084106, 30.61359214782715, 3.727787733078003, -0.37217140197753906, 13.699999809265137], [-0.9694458842277527, 30.759119033813477, 3.913814067840576, -0.37217140197753906, 14.0], [-2.8968875408172607, 30.421398162841797, 4.57874059677124, -0.24811427295207977, 13.300000190734863], [-1.9388917684555054, 30.46000099182129, 5.550685405731201, -0.24811427295207977, 13.399999618530273]"
1479,1731187749.058914,4,"[-0.9923461675643921, 31.197107315063477, 5.843005180358887, -0.49622854590415955, 13.199999809265137], [-0.9961628913879395, 31.237550735473633, 6.275327682495117, -0.49622854590415955, 13.199999809265137], [-2.9083375930786133, 30.874406814575195, 0.8328892588615417, -0.37217140197753906, 13.800000190734863], [-2.9083375930786133, 30.704504013061523, 3.3400819301605225, -0.24811427295207977, 14.100000381469727]"
1480,1731187749.108914,4,"[-2.9083375930786133, 30.881731033325195, 0.4913419187068939, -0.37217140197753906, 14.100000381469727], [-3.8930504322052, 30.897258758544922, -0.4212910532951355, -0.37217140197753906, 13.199999809265137], [-1.9846923351287842, 31.58675765991211, 2.5928163528442383, -0.24811427295207977, 13.100000381469727], [-1.992325782775879, 31.567644119262695, 3.958685874938965, -0.24811427295207977, 13.100000381469727]"
1481,1731187749.158914,13,"[-0.9656291604042053, 30.636892318725586, 3.9072601795196533, -0.37217140197753906, 16.700000762939453], [-0.9694458842277527, 30.71647071838379, 4.235532283782959, -0.37217140197753906, 17.799999237060547], [-1.9465252161026, 30.846721649169922, 3.8294575214385986, -0.37217140197753906, 16.399999618530273], [-0.9923461675643921, 31.704687118530273, 1.4876242876052856, -0.37217140197753906, 14.600000381469727], [-1.992325782775879, 31.780227661132812, 1.4847301244735718, -0.37217140197753906, 15.899999618530273], [-0.9999796152114868, 31.804471969604492, 3.3814048767089844, -0.37217140197753906, 15.100000381469727], [-2.0075926780700684, 31.78805160522461, 4.1568074226379395, -0.37217140197753906, 13.0], [-0.9656291604042053, 30.33339500427246, 5.811276435852051, -0.24811427295207977, 16.299999237060547], [-1.9388917684555054, 30.449073791503906, 5.610328674316406, -0.24811427295207977, 17.399999618530273], [-1.9465252161026, 30.581640243530273, 5.563114643096924, -0.24811427295207977, 16.0], [-1.9846923351287842, 31.5609073638916, 2.890505313873291, -0.24811427295207977, 13.199999809265137], [-1.992325782775879, 31.651723861694336, 3.218026876449585, -0.24811427295207977, 14.199999809265137], [-1.9999592304229736, 31.698040008544922, 3.8977863788604736, -0.24811427295207977, 13.100000381469727]"
1482,1731187749.208914,6,"[-3.8625166416168213, 30.63404655456543, -1.206010341644287, -0.49622854590415955, 13.300000190734863], [-2.9083375930786133, 30.8856201171875, -0.03292563557624817, -0.49622854590415955, 13.5], [-3.847249984741211, 30.53573226928711, -0.2303311824798584, -0.37217140197753906, 13.300000190734863], [-2.8968875408172607, 30.7394962310791, 1.2286711931228638, -0.37217140197753906, 16.5], [-1.9388917684555054, 30.843124389648438, 2.7061960697174072, -0.37217140197753906, 17.299999237060547], [-1.9465252161026, 30.955425262451172, 2.8189547061920166, -0.37217140197753906, 15.800000190734863]"
