Frame Number,POSIX Timestamp,Detected Objects,Latitude,Longitude
6717,1739322530.5594,[],36899334,27290873
6730,1739322531.2094,"[-2.5703125, 20.359375, -1.1875, -0.13, 17.16003343634799], [-1.953125, 20.703125, 0.5, -0.13, 16.720978579357176]",36899334,27290873
6731,1739322531.2594,"[-2.5703125, 20.359375, -1.1875, -0.13, 17.16003343634799], [-1.953125, 20.703125, 0.5, -0.13, 16.720978579357176]",36899334,27290873
6732,1739322531.3094,"[-3.2109375, 20.25, -1.40625, 0.0, 17.24275869600789], [-3.25, 20.53125, -0.6015625, 0.0, 17.24275869600789], [-3.171875, 19.4140625, -5.046875, -0.26, 16.02059991327962], [-3.8046875, 19.7421875, -2.875, -0.13, 17.781512503836435], [-2.5703125, 20.3046875, -1.9140625, -0.13, 17.781512503836435], [-2.6015625, 20.6328125, -0.09375, -0.13, 17.558748556724915]",36899334,27290873
6733,1739322531.3594,[],36899334,27290873
6729,1739322531.1594,"[-3.171875, 19.2890625, -5.515625, -0.13, 17.481880270062003]",36899334,27290873
6728,1739322531.1094,"[-3.8046875, 19.859375, -1.875, 0.0, 16.334684555795864], [-3.171875, 19.125, -6.0390625, -0.26, 16.334684555795864], [-3.8046875, 19.609375, -3.671875, -0.13, 18.573324964312686], [-3.2109375, 20.0, -3.4765625, -0.13, 18.19543935541869]",36899334,27290873
6727,1739322531.0594,[],36899334,27290873
6726,1739322531.0094,"[-3.171875, 19.7890625, -3.3046875, -0.13, 17.92391689498254], [-3.2109375, 19.9765625, -3.6015625, -0.13, 17.993405494535818]",36899334,27290873
6745,1739322531.9594,"[-4.4453125, 19.578125, -3.0703125, 0.0, 17.24275869600789], [-3.8046875, 19.453125, -4.421875, -0.13, 16.334684555795864]",36899334,27290873
6744,1739322531.9094,[],36899334,27290873
6743,1739322531.8594,"[-3.171875, 19.0546875, -6.265625, -0.26, 17.481880270062003], [-3.2109375, 19.4453125, -5.8203125, -0.26, 16.334684555795864], [-3.765625, 19.2109375, -4.40625, -0.13, 16.989700043360187], [-3.171875, 19.3828125, -5.15625, -0.13, 17.92391689498254]",36899334,27290873
6742,1739322531.8094,"[-3.8046875, 18.515625, -7.4296875, -0.26, 16.02059991327962], [-4.390625, 19.1796875, -3.9453125, -0.13, 17.403626894942438], [-3.8046875, 19.390625, -4.6796875, -0.13, 18.06179973983887]",36899334,27290873
6738,1739322531.6094,"[-3.2890625, 20.78125, -0.015625, -0.26, 15.68201724066995]",36899334,27290873
6739,1739322531.6594,"[-3.8046875, 19.078125, -5.828125, -0.13, 17.323937598229687]",36899334,27290873
6740,1739322531.7094,[],36899334,27290873
6741,1739322531.7594,[],36899334,27290873
6737,1739322531.5594,[],36899334,27290873
6736,1739322531.5094,[],36899334,27290873
6735,1739322531.4594,[],36899334,27290873
6734,1739322531.4094,"[-3.171875, 19.875, -2.7421875, -0.13, 17.24275869600789]",36899334,27290873
6746,1739322532.0094,"[-4.4453125, 19.578125, -3.0703125, 0.0, 17.24275869600789], [-3.8046875, 19.453125, -4.421875, -0.13, 16.334684555795864]",36899334,2729085
6747,1739322532.0594,"[-3.765625, 19.3984375, -3.4765625, 0.0, 18.388490907372553], [-3.8046875, 19.4765625, -4.328125, 0.0, 19.084850188786497], [-3.8046875, 19.6953125, -3.1875, 0.13, 16.232492903979004], [-3.1328125, 19.5625, -3.1640625, -0.13, 17.558748556724915], [-3.171875, 19.65625, -3.9921875, -0.13, 17.634279935629372]",36899334,2729085
6748,1739322532.1094,[],36899334,2729085
6749,1739322532.1594,[],36899334,2729085
6750,1739322532.2094,"[-3.8046875, 19.8203125, -2.25, 0.0, 17.558748556724915], [-3.8515625, 20.1875, -0.21875, 0.0, 16.989700043360187], [-3.765625, 18.9140625, -5.5234375, -0.26, 15.563025007672874], [-3.8046875, 19.4296875, -4.5078125, -0.26, 16.434526764861875], [-3.1328125, 19.453125, -3.765625, -0.13, 17.16003343634799], [-3.171875, 19.84375, -2.9296875, -0.13, 18.573324964312686], [-3.2109375, 20.296875, -0.453125, -0.13, 17.85329835010767]",36899334,2729085
6751,1739322532.2594,"[-3.8046875, 19.8203125, -2.25, 0.0, 17.558748556724915], [-3.8515625, 20.1875, -0.21875, 0.0, 16.989700043360187], [-3.765625, 18.9140625, -5.5234375, -0.26, 15.563025007672874], [-3.8046875, 19.4296875, -4.5078125, -0.26, 16.434526764861875], [-3.1328125, 19.453125, -3.765625, -0.13, 17.16003343634799], [-3.171875, 19.84375, -2.9296875, -0.13, 18.573324964312686], [-3.2109375, 20.296875, -0.453125, -0.13, 17.85329835010767]",36899334,2729085
6752,1739322532.3094,[],36899334,2729085
6753,1739322532.3594,[],36899334,2729085
6754,1739322532.4094,"[-3.328125, 20.921875, 2.0859375, 0.0, 16.901960800285135]",36899334,2729085
6755,1739322532.4594,"[-3.1328125, 19.125, -5.1953125, -0.13, 17.403626894942438]",36899334,2729085
6756,1739322532.5094,"[-3.1328125, 19.125, -5.1953125, -0.13, 17.403626894942438]",36899334,2729085
6757,1739322532.5594,"[-3.765625, 19.28125, -4.0703125, 0.0, 17.481880270062003], [-3.8046875, 19.4765625, -4.328125, 0.0, 17.323937598229687], [-3.8046875, 19.84375, -2.0546875, 0.13, 15.185139398778876], [-5.015625, 18.6875, -5.3046875, -0.39, 14.62397997898956], [-3.8046875, 19.171875, -5.515625, -0.39, 14.471580313422193], [-5.078125, 19.5625, -1.984375, -0.26, 15.440680443502757]",36899334,2729085
6761,1739322532.7594,[],36899334,2729085
6760,1739322532.7094,[],36899334,2729085
6759,1739322532.6594,"[-4.390625, 18.8125, -5.4140625, -0.26, 15.910646070264992], [-4.390625, 19.046875, -4.5234375, -0.13, 15.910646070264992], [-4.4453125, 19.2578125, -4.6796875, -0.13, 16.901960800285135]",36899334,2729085
6758,1739322532.6094,"[-4.4453125, 19.5078125, -3.46875, -0.26, 15.797835966168101], [-4.390625, 19.1640625, -4.0, -0.13, 16.127838567197355], [-4.4453125, 19.53125, -3.3515625, -0.13, 16.334684555795864]",36899334,2729085
6765,1739322532.9594,"[-3.765625, 19.2578125, -4.1875, -0.39, 17.075701760979364], [-3.71875, 19.40625, -1.546875, -0.26, 15.797835966168101], [-3.765625, 19.6953125, -0.6796875, -0.26, 17.781512503836435], [-3.171875, 20.0546875, -0.3671875, -0.26, 16.127838567197355], [-2.5078125, 19.859375, -1.34375, -0.13, 16.02059991327962], [-2.5390625, 20.125, -1.0234375, -0.13, 15.68201724066995], [-2.6015625, 20.5859375, 1.3984375, -0.13, 16.812412373755873]",36899334,2729085
6764,1739322532.9094,[],36899334,2729085
6763,1739322532.8594,"[-5.015625, 18.984375, -4.140625, -0.26, 15.051499783199061], [-4.4453125, 19.4140625, -3.984375, -0.13, 14.913616938342727]",36899334,2729085
6762,1739322532.8094,[],36899334,2729085
6766,1739322533.0094,"[-3.765625, 19.2578125, -4.1875, -0.39, 17.075701760979364], [-3.71875, 19.40625, -1.546875, -0.26, 15.797835966168101], [-3.765625, 19.6953125, -0.6796875, -0.26, 17.781512503836435], [-3.171875, 20.0546875, -0.3671875, -0.26, 16.127838567197355], [-2.5078125, 19.859375, -1.34375, -0.13, 16.02059991327962], [-2.5390625, 20.125, -1.0234375, -0.13, 15.68201724066995], [-2.6015625, 20.5859375, 1.3984375, -0.13, 16.812412373755873]",36899330,27290846
6767,1739322533.0594,"[-3.765625, 19.4140625, -3.3828125, -0.26, 14.913616938342727]",36899330,27290846
6768,1739322533.1094,"[-3.09375, 19.1875, -3.8828125, -0.13, 16.720978579357176], [-3.1328125, 19.453125, -3.78125, -0.13, 18.19543935541869]",36899330,27290846
6769,1739322533.1594,"[-4.390625, 19.21875, -3.734375, -0.26, 16.127838567197355], [-4.390625, 19.34375, -3.0078125, -0.13, 17.85329835010767], [-5.078125, 19.3046875, -3.7265625, -0.13, 16.901960800285135]",36899330,27290846
6770,1739322533.2094,"[-3.765625, 19.0625, -5.015625, 0.0, 17.993405494535818], [-3.765625, 19.328125, -3.8359375, -0.13, 17.634279935629372]",36899330,27290846
6771,1739322533.2594,"[-3.765625, 19.0625, -5.015625, 0.0, 17.993405494535818], [-3.765625, 19.328125, -3.8359375, -0.13, 17.634279935629372]",36899330,27290846
6772,1739322533.3094,[],36899330,27290846
6773,1739322533.3594,[],36899330,27290846
6777,1739322533.5594,[],36899330,27290846
6776,1739322533.5094,"[-4.390625, 18.4296875, -6.6015625, 0.0, 17.558748556724915], [-4.390625, 18.8359375, -5.3359375, 0.13, 16.532125137753436]",36899330,27290846
6775,1739322533.4594,"[-4.390625, 18.4296875, -6.6015625, 0.0, 17.558748556724915], [-4.390625, 18.8359375, -5.3359375, 0.13, 16.532125137753436]",36899330,27290846
6774,1739322533.4094,"[-4.3359375, 18.53125, -5.5390625, 0.0, 17.708520116421443], [-4.390625, 18.7265625, -5.703125, 0.0, 19.19078092376074], [-4.390625, 17.7421875, -8.28125, -0.26, 15.68201724066995], [-4.3359375, 18.3359375, -6.15625, -0.13, 18.512583487190753], [-4.390625, 18.421875, -6.6328125, -0.13, 20.128372247051722], [-3.8046875, 17.671875, -9.25, -0.13, 16.812412373755873]",36899330,27290846
6781,1739322533.7594,"[-3.8984375, 20.0078125, 4.1328125, 0.0, 17.323937598229687], [-3.25, 20.4140625, 2.3046875, -0.13, 17.92391689498254]",36899330,27290846
6780,1739322533.7094,"[-3.8984375, 20.0078125, 4.1328125, 0.0, 17.323937598229687], [-3.25, 20.4140625, 2.3046875, -0.13, 17.92391689498254]",36899330,27290846
6779,1739322533.6594,"[-2.5078125, 18.875, -6.3203125, -0.13, 16.334684555795864]",36899330,27290846
6778,1739322533.6094,[],36899330,27290846
6785,1739322533.9594,[],36899330,27290846
6784,1739322533.9094,"[-3.765625, 19.171875, -4.5546875, -0.13, 16.127838567197355]",36899330,27290846
6783,1739322533.8594,[],36899330,27290846
6782,1739322533.8094,[],36899330,27290846
6794,1739322534.4094,[],36899326,27290844
6795,1739322534.4594,"[-3.765625, 19.484375, -2.9453125, -0.13, 17.481880270062003], [-3.171875, 20.0, -1.5546875, -0.13, 17.403626894942438], [-2.5703125, 20.3359375, 1.5, -0.13, 17.558748556724915], [-1.953125, 20.6484375, 1.546875, -0.13, 18.388490907372553]",36899326,27290844
6796,1739322534.5094,"[-3.765625, 19.484375, -2.9453125, -0.13, 17.481880270062003], [-3.171875, 20.0, -1.5546875, -0.13, 17.403626894942438], [-2.5703125, 20.3359375, 1.5, -0.13, 17.558748556724915], [-1.953125, 20.6484375, 1.546875, -0.13, 18.388490907372553]",36899326,27290844
6797,1739322534.5594,"[-4.3359375, 18.96875, -3.765625, 0.0, 17.403626894942438], [-3.71875, 18.5859375, -5.78125, -0.26, 15.440680443502757], [-4.390625, 18.5390625, -6.28125, -0.26, 16.127838567197355], [-4.28125, 18.359375, -5.2578125, -0.13, 15.440680443502757], [-3.71875, 18.8515625, -4.875, -0.13, 17.85329835010767], [-4.390625, 18.4296875, -6.609375, -0.13, 16.434526764861875], [-1.9296875, 20.453125, 0.5703125, -0.13, 17.481880270062003], [-2.6015625, 20.5703125, 1.6640625, -0.13, 18.06179973983887]",36899326,27290844
6793,1739322534.3594,[],36899326,27290844
6792,1739322534.3094,[],36899326,27290844
6791,1739322534.2594,[],36899326,27290844
6790,1739322534.2094,[],36899326,27290844
6786,1739322534.0094,[],36899326,27290844
6787,1739322534.0594,"[-4.3359375, 18.90625, -4.0546875, 0.13, 16.334684555795864], [-3.765625, 19.140625, -4.7109375, 0.13, 16.62757831681574]",36899326,27290844
6788,1739322534.1094,"[-3.765625, 19.15625, -4.6484375, 0.0, 19.9563519459755], [-3.8046875, 19.6015625, -3.6953125, 0.0, 19.68482948553935], [-4.390625, 18.9375, -4.9765625, 0.13, 16.989700043360187], [-3.765625, 19.09375, -4.8671875, -0.13, 19.19078092376074], [-3.171875, 19.7265625, -3.6328125, -0.13, 19.77723605288848]",36899326,27290844
6789,1739322534.1594,"[-4.3359375, 18.9765625, -3.71875, 0.0, 17.323937598229687], [-3.765625, 19.546875, -2.546875, 0.0, 18.325089127062363], [-4.3359375, 19.0703125, -3.1953125, 0.13, 15.910646070264992], [-4.390625, 19.28125, -3.40625, 0.13, 16.901960800285135]",36899326,27290844
