Frame Number,POSIX Timestamp,Num Detected Objects,Detected Objects
1210,1731187735.608914,10,"[-1.080130696296692, 34.540443420410156, 0.6882642507553101, -0.24811427295207977, 16.200000762939453], [0.0, 34.61032485961914, 2.29478120803833, -0.24811427295207977, 18.700000762939453], [0.0, 34.69579315185547, 2.798269510269165, -0.24811427295207977, 18.899999618530273], [-1.091580867767334, 34.80078887939453, 2.8034961223602295, -0.24811427295207977, 16.700000762939453], [-1.080130696296692, 34.37169647216797, 3.478879928588867, -0.12405713647603989, 16.0], [0.0, 34.33255386352539, 4.941282749176025, -0.12405713647603989, 18.299999237060547], [-1.0877641439437866, 34.466880798339844, 4.741230010986328, -0.12405713647603989, 18.299999237060547], [0.0, 34.36170196533203, 6.27850341796875, -0.12405713647603989, 16.100000381469727], [0.0, 35.48040771484375, 2.0788962841033936, -0.12405713647603989, 13.600000381469727], [-1.1144810914993286, 35.61996841430664, 1.3614083528518677, -0.12405713647603989, 14.199999809265137]"
1211,1731187735.658914,12,"[0.0, 35.41366195678711, 3.008964776992798, 0.0, 12.800000190734863], [0.0, 34.5616455078125, 0.4187361001968384, -0.24811427295207977, 18.0], [0.0, 34.67373275756836, 0.9342353940010071, -0.24811427295207977, 20.600000381469727], [0.0, 34.78561782836914, 1.2606180906295776, -0.24811427295207977, 20.600000381469727], [0.0, 34.90404510498047, 1.361439824104309, -0.24811427295207977, 17.200000762939453], [0.0, 34.36563491821289, 2.2929952144622803, -0.12405713647603989, 12.899999618530273], [0.0, 34.46335983276367, 2.638084650039673, -0.12405713647603989, 18.200000762939453], [0.0, 34.55345153808594, 3.0331008434295654, -0.12405713647603989, 20.399999618530273], [0.0, 34.6555061340332, 3.2595133781433105, -0.12405713647603989, 20.100000381469727], [-1.091580867767334, 34.81141662597656, 2.668271780014038, -0.12405713647603989, 16.899999618530273], [0.0, 35.6610221862793, -0.41133955121040344, -0.12405713647603989, 13.300000190734863], [0.0, 35.770347595214844, -1.0422794818878174, -0.12405713647603989, 12.800000190734863]"
1212,1731187735.708914,8,"[-1.0839474201202393, 34.662353515625, -0.697713315486908, -0.24811427295207977, 14.899999618530273], [-1.0877641439437866, 34.78973388671875, -0.3457016348838806, -0.24811427295207977, 15.600000381469727], [-1.091580867767334, 34.912654876708984, -0.2468985915184021, -0.24811427295207977, 13.699999809265137], [-1.080130696296692, 34.54649353027344, 0.2361833155155182, -0.12405713647603989, 14.0], [-1.0839474201202393, 34.66850280761719, 0.2464284896850586, -0.12405713647603989, 16.799999237060547], [0.0, 34.792755126953125, 1.045262098312378, -0.12405713647603989, 17.399999618530273], [-1.091580867767334, 34.907711029052734, 0.6373775005340576, -0.12405713647603989, 15.5], [0.0, 34.61265182495117, 8.593130111694336, -0.12405713647603989, 13.5]"
1213,1731187735.758914,4,"[-1.1068476438522339, 35.35594940185547, 1.8016844987869263, -0.12405713647603989, 13.100000381469727], [-1.1106643676757812, 35.430049896240234, 2.5805540084838867, -0.12405713647603989, 14.699999809265137], [0.0, 35.438899993896484, 3.995257616043091, -0.12405713647603989, 15.0], [-1.118297815322876, 35.470848083496094, 4.601339340209961, -0.12405713647603989, 13.300000190734863]"
1214,1731187735.808914,6,"[-1.1068476438522339, 35.39976119995117, 0.3824712932109833, -0.24811427295207977, 14.600000381469727], [0.0, 35.507728576660156, 1.5434918403625488, -0.24811427295207977, 16.100000381469727], [0.0, 35.62910079956055, 1.5635827779769897, -0.24811427295207977, 15.300000190734863], [-1.1068476438522339, 35.37177276611328, 1.4584535360336304, -0.12405713647603989, 14.600000381469727], [0.0, 35.460567474365234, 2.3936216831207275, -0.12405713647603989, 16.5], [0.0, 35.572872161865234, 2.5393848419189453, -0.12405713647603989, 15.5]"
1215,1731187735.858914,4,"[0.0, 34.575923919677734, -2.765141487121582, -0.24811427295207977, 13.800000190734863], [0.0, 34.54570007324219, -1.130127191543579, -0.12405713647603989, 13.800000190734863], [-1.0839474201202393, 34.613121032714844, -1.9742130041122437, -0.12405713647603989, 15.100000381469727], [0.0, 34.7830924987793, -1.3285211324691772, -0.12405713647603989, 13.600000381469727]"
1216,1731187735.908914,0,[]
1217,1731187735.958914,15,"[0.0, 34.52521514892578, 1.640777349472046, -0.24811427295207977, 17.5], [0.0, 34.619441986083984, 2.152860164642334, -0.24811427295207977, 19.600000381469727], [0.0, 34.71524429321289, 2.545616865158081, -0.24811427295207977, 19.0], [-1.091580867767334, 34.85818862915039, 1.964996576309204, -0.24811427295207977, 15.300000190734863], [0.0, 35.486141204833984, 1.9786196947097778, -0.24811427295207977, 15.0], [0.0, 35.57978439331055, 2.4405972957611084, -0.24811427295207977, 14.800000190734863], [0.0, 34.30386734008789, 3.082082986831665, -0.12405713647603989, 13.399999618530273], [-1.080130696296692, 34.43337631225586, 2.80332612991333, -0.12405713647603989, 17.799999237060547], [0.0, 34.480918884277344, 3.7692131996154785, -0.12405713647603989, 19.600000381469727], [0.0, 34.547882080078125, 4.251135349273682, -0.12405713647603989, 19.0], [-1.091580867767334, 34.77188491821289, 3.1417593955993652, -0.12405713647603989, 15.399999618530273], [0.0, 35.16944885253906, 4.198137283325195, -0.12405713647603989, 13.0], [0.0, 35.22342300415039, 4.742522716522217, -0.12405713647603989, 15.600000381469727], [0.0, 35.220619201660156, 5.60230016708374, -0.12405713647603989, 15.699999809265137], [0.0, 35.28354263305664, 5.972920894622803, -0.12405713647603989, 13.600000381469727]"
1218,1731187736.008914,3,"[0.0, 34.5427360534668, 1.2174640893936157, -0.24811427295207977, 13.199999809265137], [0.0, 34.658084869384766, 1.3992588520050049, -0.24811427295207977, 15.199999809265137], [0.0, 34.794334411621094, 0.9913827776908875, -0.24811427295207977, 14.199999809265137]"
1219,1731187736.058914,11,"[0.0, 34.45491027832031, 3.9999632835388184, -0.24811427295207977, 13.899999618530273], [-1.1068476438522339, 35.38127517700195, -1.2060925960540771, -0.24811427295207977, 14.199999809265137], [0.0, 35.51813888549805, -1.2817586660385132, -0.24811427295207977, 15.600000381469727], [-1.1144810914993286, 35.5228385925293, -2.960336446762085, -0.24811427295207977, 13.600000381469727], [0.0, 34.28641891479492, 4.373115062713623, -0.12405713647603989, 13.100000381469727], [0.0, 34.289703369140625, 5.230372905731201, -0.12405713647603989, 14.199999809265137], [-1.1030309200286865, 35.21070861816406, 2.2060821056365967, -0.12405713647603989, 12.899999618530273], [0.0, 35.35323715209961, 2.159430503845215, -0.12405713647603989, 17.299999237060547], [-1.1106643676757812, 35.4865608215332, 1.6284128427505493, -0.12405713647603989, 19.299999237060547], [0.0, 35.609161376953125, 1.9660357236862183, -0.12405713647603989, 18.100000381469727], [0.0, 35.78137969970703, 0.5448924899101257, -0.12405713647603989, 12.800000190734863]"
1220,1731187736.108914,10,"[-1.0763139724731445, 34.421844482421875, 0.4824947416782379, -0.24811427295207977, 16.399999618530273], [0.0, 34.53790283203125, 1.3476204872131348, -0.24811427295207977, 20.399999618530273], [0.0, 34.64822006225586, 1.625303030014038, -0.24811427295207977, 21.200000762939453], [0.0, 34.7728385925293, 1.5741674900054932, -0.24811427295207977, 20.5], [0.0, 34.91082763671875, 1.1747885942459106, -0.24811427295207977, 16.399999618530273], [-1.0763139724731445, 34.37396240234375, 1.8779793977737427, -0.12405713647603989, 16.299999237060547], [-1.080130696296692, 34.43865966796875, 2.737663507461548, -0.12405713647603989, 20.200000762939453], [-1.0839474201202393, 34.55817794799805, 2.774543046951294, -0.12405713647603989, 21.100000381469727], [-1.0877641439437866, 34.65428924560547, 3.086350440979004, -0.12405713647603989, 19.600000381469727], [0.0, 34.77753829956055, 3.266333818435669, -0.12405713647603989, 14.800000190734863]"
1221,1731187736.158914,10,"[-1.1106643676757812, 35.06305694580078, 5.703481197357178, 0.0, 12.699999809265137], [-2.160261392593384, 34.46637725830078, -1.4439492225646973, -0.24811427295207977, 15.5], [0.0, 34.65870666503906, 1.3837019205093384, -0.24811427295207977, 16.200000762939453], [0.0, 34.7357177734375, 2.249065637588501, -0.24811427295207977, 14.699999809265137], [0.0, 34.54985427856445, 0.9951440691947937, -0.12405713647603989, 14.699999809265137], [-1.0839474201202393, 34.64305114746094, 1.350787878036499, -0.12405713647603989, 15.300000190734863], [0.0, 34.75398254394531, 1.9465643167495728, -0.12405713647603989, 13.199999809265137], [-1.1068476438522339, 35.34421157836914, 2.0188896656036377, -0.12405713647603989, 14.199999809265137], [-1.1106643676757812, 35.452308654785156, 2.2542264461517334, -0.12405713647603989, 16.100000381469727], [-1.1144810914993286, 35.54907989501953, 2.626478910446167, -0.12405713647603989, 15.100000381469727]"
1222,1731187736.208914,5,"[-1.080130696296692, 34.540794372558594, 0.6705220937728882, -0.24811427295207977, 14.5], [-1.0839474201202393, 34.66353988647461, 0.6362231969833374, -0.24811427295207977, 15.199999809265137], [0.0, 34.758888244628906, 1.856902003288269, -0.24811427295207977, 13.5], [0.0, 35.17134475708008, 4.182222366333008, -0.12405713647603989, 14.0], [-1.1106643676757812, 35.28650665283203, 4.100025653839111, -0.12405713647603989, 14.199999809265137]"
1223,1731187736.258914,3,"[0.0, 35.30982208251953, 2.7804696559906006, -0.24811427295207977, 13.5], [0.0, 35.15254592895508, 4.337386131286621, -0.12405713647603989, 12.800000190734863], [0.0, 35.14854431152344, 5.268882751464844, -0.12405713647603989, 13.100000381469727]"
1224,1731187736.308914,1,"[0.0, 35.32939910888672, 2.5195329189300537, -0.24811427295207977, 13.199999809265137]"
1225,1731187736.358914,6,"[-1.1068476438522339, 35.3995475769043, -0.40153780579566956, -0.24811427295207977, 12.800000190734863], [-2.2213287353515625, 35.44831085205078, -1.289995551109314, -0.24811427295207977, 15.199999809265137], [-1.1144810914993286, 35.63511657714844, -0.8798852562904358, -0.24811427295207977, 15.5], [-1.118297815322876, 35.76530075073242, -0.44347766041755676, -0.24811427295207977, 14.399999618530273], [-1.1106643676757812, 35.52338790893555, 0.19094061851501465, -0.12405713647603989, 14.600000381469727], [-2.2289621829986572, 35.59150314331055, 0.3927898705005646, -0.12405713647603989, 14.399999618530273]"
1226,1731187736.408914,7,"[0.0, 34.074737548828125, 5.016669750213623, -0.37217140197753906, 12.899999618530273], [0.0, 34.2603645324707, 4.572746276855469, -0.37217140197753906, 14.600000381469727], [-1.0839474201202393, 34.44456100463867, 3.941828727722168, -0.37217140197753906, 14.300000190734863], [-1.0763139724731445, 33.97627258300781, 5.541575908660889, -0.24811427295207977, 15.800000190734863], [0.0, 33.950103759765625, 6.486390113830566, -0.24811427295207977, 17.700000762939453], [0.0, 33.99343490600586, 6.898330211639404, -0.24811427295207977, 16.700000762939453], [0.0, 34.100460052490234, 6.984768390655518, -0.24811427295207977, 14.0]"
1227,1731187736.458914,6,"[-1.0763139724731445, 34.39564895629883, 1.4266679286956787, -0.24811427295207977, 13.699999809265137], [0.0, 34.49644470214844, 2.1628599166870117, -0.24811427295207977, 16.5], [0.0, 34.59954071044922, 2.452005624771118, -0.24811427295207977, 16.700000762939453], [0.0, 34.6507682800293, 3.3094775676727295, -0.24811427295207977, 14.100000381469727], [-1.080130696296692, 34.14238357543945, 5.273867607116699, -0.12405713647603989, 13.800000190734863], [0.0, 33.91472244262695, 7.275445461273193, -0.12405713647603989, 13.300000190734863]"
1228,1731187736.508914,0,[]
1229,1731187736.558914,8,"[0.0, 34.32911682128906, 4.9651265144348145, -0.37217140197753906, 13.899999618530273], [0.0, 35.28983688354492, 0.7104731202125549, -0.37217140197753906, 13.100000381469727], [0.0, 35.41516876220703, 0.5292739272117615, -0.37217140197753906, 15.0], [-1.1106643676757812, 35.518714904785156, -0.6069632768630981, -0.37217140197753906, 13.5], [-1.080130696296692, 34.452354431152344, 2.55959153175354, -0.24811427295207977, 15.0], [-2.206061840057373, 35.159446716308594, 2.196348190307617, -0.24811427295207977, 12.800000190734863], [-1.1068476438522339, 35.276710510253906, 2.9737019538879395, -0.24811427295207977, 14.5], [0.0, 35.304344177246094, 4.096890449523926, -0.24811427295207977, 13.0]"
1230,1731187736.608914,5,"[0.0, 35.12885284423828, 1.7983332872390747, -0.24811427295207977, 14.600000381469727], [-1.1030309200286865, 35.23782730102539, 1.7193946838378906, -0.24811427295207977, 17.200000762939453], [0.0, 35.27532958984375, 3.188364028930664, -0.24811427295207977, 17.799999237060547], [0.0, 35.374942779541016, 3.4343366622924805, -0.24811427295207977, 15.600000381469727], [0.0, 34.802364349365234, 6.581027507781982, -0.12405713647603989, 13.5]"
1231,1731187736.658914,1,"[0.0, 35.074249267578125, 4.930659770965576, -0.12405713647603989, 13.699999809265137]"
1232,1731187736.708914,0,[]
1233,1731187736.758914,7,"[0.0, 34.38703536987305, 1.9459071159362793, -0.37217140197753906, 13.0], [0.0, 34.4908447265625, 2.2504351139068604, -0.37217140197753906, 13.300000190734863], [0.0, 34.08834457397461, 3.9800891876220703, -0.24811427295207977, 13.399999618530273], [-1.0763139724731445, 34.27280807495117, 3.235888719558716, -0.24811427295207977, 16.299999237060547], [0.0, 34.3167724609375, 4.128185749053955, -0.24811427295207977, 16.799999237060547], [0.0, 34.41476058959961, 4.331826686859131, -0.24811427295207977, 15.0], [0.0, 34.21559143066406, 4.89653205871582, -0.12405713647603989, 13.100000381469727]"
1234,1731187736.808914,12,"[0.0, 34.208438873291016, 4.004674434661865, -0.37217140197753906, 15.199999809265137], [0.0, 34.27109909057617, 4.49159574508667, -0.37217140197753906, 14.899999618530273], [-2.2136952877044678, 35.132606506347656, -3.913299322128296, -0.37217140197753906, 13.100000381469727], [-1.0724972486495972, 33.88790512084961, 5.32127571105957, -0.24811427295207977, 13.0], [0.0, 33.87834548950195, 6.205840587615967, -0.24811427295207977, 15.5], [-1.080130696296692, 34.0374641418457, 5.91330099105835, -0.24811427295207977, 15.5], [0.0, 35.13979721069336, 3.327467203140259, -0.24811427295207977, 14.300000190734863], [0.0, 35.297210693359375, 2.936204195022583, -0.24811427295207977, 15.100000381469727], [-2.2213287353515625, 35.47028732299805, -0.3249146342277527, -0.24811427295207977, 13.800000190734863], [-1.1030309200286865, 35.00070571899414, 4.428468704223633, -0.12405713647603989, 13.5], [-1.1068476438522339, 35.177608489990234, 3.978069543838501, -0.12405713647603989, 14.399999618530273], [-1.1106643676757812, 35.34952163696289, 3.5155446529388428, -0.12405713647603989, 12.899999618530273]"
1235,1731187736.858914,7,"[0.0, 35.28651428222656, 0.8597778081893921, -0.37217140197753906, 13.5], [0.0, 35.367366790771484, 1.9141240119934082, -0.37217140197753906, 16.0], [0.0, 35.451499938964844, 2.5243499279022217, -0.37217140197753906, 15.800000190734863], [0.0, 35.54043960571289, 2.958848237991333, -0.37217140197753906, 13.100000381469727], [0.0, 35.252628326416016, 1.7691125869750977, -0.24811427295207977, 13.100000381469727], [0.0, 35.351566314697266, 2.1865670680999756, -0.24811427295207977, 13.399999618530273], [-1.1106643676757812, 35.48683547973633, 1.6223770380020142, -0.24811427295207977, 12.899999618530273]"
1236,1731187736.908914,8,"[-1.0724972486495972, 34.13935089111328, 3.3482494354248047, -0.37217140197753906, 15.399999618530273], [0.0, 34.245243072509766, 3.6766786575317383, -0.37217140197753906, 18.100000381469727], [0.0, 34.39762878417969, 3.389085292816162, -0.37217140197753906, 18.700000762939453], [-1.0839474201202393, 34.63430404663086, 1.5590989589691162, -0.37217140197753906, 16.799999237060547], [-1.0724972486495972, 34.0920524597168, 3.799729824066162, -0.24811427295207977, 15.699999809265137], [-1.0763139724731445, 34.2586669921875, 3.3822903633117676, -0.24811427295207977, 18.299999237060547], [-1.080130696296692, 34.40610885620117, 3.1202120780944824, -0.24811427295207977, 18.399999618530273], [-1.0839474201202393, 34.57304000854492, 2.5827367305755615, -0.24811427295207977, 16.700000762939453]"
1237,1731187736.958914,12,"[0.0, 34.424827575683594, 1.0889614820480347, -0.37217140197753906, 14.699999809265137], [-1.080130696296692, 34.54443359375, -0.4450986385345459, -0.37217140197753906, 14.399999618530273], [0.0, 35.048301696777344, 2.9810922145843506, -0.37217140197753906, 13.100000381469727], [-1.1030309200286865, 35.17192077636719, 2.756232500076294, -0.37217140197753906, 14.600000381469727], [0.0, 35.061038970947266, 5.0237507820129395, -0.37217140197753906, 13.600000381469727], [-1.0724972486495972, 34.196876525878906, 2.6980881690979004, -0.24811427295207977, 17.299999237060547], [-1.0763139724731445, 34.35744094848633, 2.159287214279175, -0.24811427295207977, 19.600000381469727], [-1.080130696296692, 34.48548889160156, 2.0657153129577637, -0.24811427295207977, 19.200000762939453], [-1.0839474201202393, 34.57761001586914, 2.5208394527435303, -0.24811427295207977, 16.0], [0.0, 34.171260833740234, 4.310393810272217, -0.12405713647603989, 16.600000381469727], [-1.080130696296692, 34.385902404785156, 3.335549831390381, -0.12405713647603989, 16.5], [0.0, 34.4193229675293, 4.295434474945068, -0.12405713647603989, 14.0]"
1238,1731187737.008914,1,"[0.0, 34.085044860839844, 4.94614315032959, -0.37217140197753906, 14.399999618530273]"
1239,1731187737.058914,1,"[0.0, 34.93182373046875, 4.127711772918701, -0.37217140197753906, 12.800000190734863]"
1240,1731187737.108914,4,"[0.0, 34.60847091674805, 7.5344672203063965, -0.37217140197753906, 12.899999618530273], [0.0, 35.174007415771484, 0.24412183463573456, -0.24811427295207977, 12.899999618530273], [0.0, 35.242794036865234, 1.9552593231201172, -0.24811427295207977, 14.800000190734863], [0.0, 35.33638000488281, 2.4196317195892334, -0.24811427295207977, 13.600000381469727]"
1241,1731187737.158914,7,"[0.0, 34.28093719482422, 1.6351310014724731, -0.37217140197753906, 15.300000190734863], [0.0, 34.40604019165039, 1.5744928121566772, -0.37217140197753906, 15.600000381469727], [1.080130696296692, 34.514122009277344, 1.5138226747512817, -0.37217140197753906, 13.399999618530273], [0.0, 34.00621032714844, 3.6146302223205566, -0.24811427295207977, 14.100000381469727], [1.0724972486495972, 33.918373107910156, 5.123483657836914, -0.24811427295207977, 16.700000762939453], [0.0, 34.10697937011719, 4.792557716369629, -0.24811427295207977, 17.100000381469727], [1.080130696296692, 34.0397834777832, 5.899937152862549, -0.24811427295207977, 15.100000381469727]"
1242,1731187737.208914,14,"[-1.0992141962051392, 35.15412521362305, 0.4995940625667572, -0.49622854590415955, 16.100000381469727], [-1.1030309200286865, 35.27476501464844, 0.5931621193885803, -0.49622854590415955, 16.799999237060547], [0.0, 35.380882263183594, 1.645470380783081, -0.49622854590415955, 15.300000190734863], [-1.0953975915908813, 35.0207405090332, 1.0203577280044556, -0.37217140197753906, 14.199999809265137], [-1.0992141962051392, 35.13589859008789, 1.2372231483459473, -0.37217140197753906, 17.700000762939453], [0.0, 35.22576141357422, 2.241240978240967, -0.37217140197753906, 18.299999237060547], [0.0, 35.3537712097168, 2.1506271362304688, -0.37217140197753906, 16.899999618530273], [0.0, 35.49838638305664, 1.7451902627944946, -0.37217140197753906, 13.300000190734863], [0.0, 34.90319061279297, 3.234281539916992, -0.24811427295207977, 15.100000381469727], [0.0, 35.01599884033203, 3.3391964435577393, -0.24811427295207977, 17.200000762939453], [-1.1030309200286865, 35.197540283203125, 2.407066583633423, -0.24811427295207977, 17.299999237060547], [-1.1068476438522339, 35.333885192871094, 2.1922104358673096, -0.24811427295207977, 15.5], [-1.0992141962051392, 34.9907112121582, 3.422309637069702, -0.12405713647603989, 14.399999618530273], [-1.1030309200286865, 35.111717224121094, 3.4391934871673584, -0.12405713647603989, 13.899999618530273]"
1243,1731187737.258914,8,"[-1.0686805248260498, 34.13469314575195, 1.7800379991531372, -0.37217140197753906, 16.899999618530273], [0.0, 34.2489128112793, 2.20643949508667, -0.37217140197753906, 18.700000762939453], [-1.0763139724731445, 34.3846435546875, 1.6710336208343506, -0.37217140197753906, 18.200000762939453], [-1.080130696296692, 34.51179122924805, 1.5659924745559692, -0.37217140197753906, 14.600000381469727], [-1.0686805248260498, 34.002105712890625, 3.4932103157043457, -0.24811427295207977, 16.0], [-1.0724972486495972, 34.113189697265625, 3.6050589084625244, -0.24811427295207977, 18.5], [-1.0763139724731445, 34.22775650024414, 3.681945562362671, -0.24811427295207977, 18.399999618530273], [-1.080130696296692, 34.35507583618164, 3.639334201812744, -0.24811427295207977, 15.399999618530273]"
1244,1731187737.308914,5,"[0.0, 35.12858581542969, 1.8035991191864014, -0.49622854590415955, 14.800000190734863], [0.0, 35.20066833496094, 2.605830430984497, -0.49622854590415955, 14.800000190734863], [0.0, 34.98423385620117, 2.190108299255371, -0.37217140197753906, 13.100000381469727], [0.0, 35.053897857666016, 2.914546012878418, -0.37217140197753906, 14.0], [0.0, 35.10109329223633, 3.7135744094848633, -0.37217140197753906, 14.100000381469727]"
1245,1731187737.358914,14,"[0.0, 35.134437561035156, 1.6857603788375854, -0.49622854590415955, 15.100000381469727], [0.0, 35.210880279541016, 2.463994264602661, -0.49622854590415955, 15.5], [0.0, 35.286678314208984, 3.0602095127105713, -0.49622854590415955, 13.600000381469727], [0.0, 34.146671295166016, 3.4439847469329834, -0.37217140197753906, 13.800000190734863], [-1.0953975915908813, 35.005638122558594, 1.4486993551254272, -0.37217140197753906, 14.5], [0.0, 35.030052185058594, 3.188375234603882, -0.37217140197753906, 17.799999237060547], [0.0, 35.120845794677734, 3.5218758583068848, -0.37217140197753906, 18.200000762939453], [-1.1068476438522339, 35.26456832885742, 3.1144211292266846, -0.37217140197753906, 16.100000381469727], [-1.0686805248260498, 34.16394805908203, 1.0818499326705933, -0.24811427295207977, 12.800000190734863], [0.0, 34.231441497802734, 2.462692975997925, -0.24811427295207977, 14.100000381469727], [0.0, 34.78706741333008, 5.208685874938965, -0.24811427295207977, 15.0], [-2.1984283924102783, 34.94243240356445, 3.3858120441436768, -0.24811427295207977, 15.0], [-1.1030309200286865, 34.99339294433594, 4.485893249511719, -0.24811427295207977, 15.5], [-1.1068476438522339, 35.093318939208984, 4.663492679595947, -0.24811427295207977, 14.0]"
1246,1731187737.408914,6,"[-1.0686805248260498, 34.110755920410156, 2.1914093494415283, -0.37217140197753906, 15.300000190734863], [-1.0724972486495972, 34.16242980957031, 3.103956699371338, -0.37217140197753906, 16.5], [-1.0763139724731445, 34.1734504699707, 4.155892848968506, -0.37217140197753906, 14.899999618530273], [-1.0686805248260498, 33.89299774169922, 4.428377628326416, -0.24811427295207977, 15.300000190734863], [-1.0724972486495972, 33.83543395996094, 5.645303726196289, -0.24811427295207977, 16.299999237060547], [0.0, 33.49386215209961, 8.025949478149414, -0.24811427295207977, 14.899999618530273]"
1247,1731187737.458914,7,"[-1.0648638010025024, 33.9412727355957, 2.829383611679077, -0.37217140197753906, 13.0], [-1.0686805248260498, 34.07248306274414, 2.7224485874176025, -0.37217140197753906, 15.899999618530273], [0.0, 34.18342208862305, 3.0577640533447266, -0.37217140197753906, 16.600000381469727], [-1.0763139724731445, 34.385276794433594, 1.658031702041626, -0.37217140197753906, 14.800000190734863], [-1.0686805248260498, 33.900245666503906, 4.372562408447266, -0.24811427295207977, 15.600000381469727], [-1.0724972486495972, 34.07657241821289, 3.936156988143921, -0.24811427295207977, 16.200000762939453], [-2.152627944946289, 34.34455871582031, 1.439517617225647, -0.24811427295207977, 14.5]"
1248,1731187737.508914,0,[]
1249,1731187737.558914,3,"[0.0, 35.16588592529297, 0.7941842079162598, -0.37217140197753906, 13.800000190734863], [0.0, 35.29351043701172, -0.4956083595752716, -0.37217140197753906, 13.100000381469727], [0.0, 34.98551559448242, 3.6447274684906006, -0.24811427295207977, 12.699999809265137]"
1250,1731187737.608914,14,"[0.0, 34.02300262451172, 1.8933180570602417, -0.37217140197753906, 14.0], [0.0, 34.12599182128906, 2.214632034301758, -0.37217140197753906, 16.200000762939453], [0.0, 34.24332809448242, 2.291485548019409, -0.37217140197753906, 16.200000762939453], [0.0, 34.36619567871094, 2.2845661640167236, -0.37217140197753906, 13.600000381469727], [0.0, 34.9066047668457, 1.294214129447937, -0.37217140197753906, 13.100000381469727], [0.0, 35.01706314086914, 1.5807589292526245, -0.37217140197753906, 16.200000762939453], [0.0, 35.11288833618164, 2.087013006210327, -0.37217140197753906, 16.299999237060547], [1.1030309200286865, 35.18013381958008, 2.6493334770202637, -0.37217140197753906, 13.300000190734863], [-1.0648638010025024, 33.77688980102539, 4.374594688415527, -0.24811427295207977, 15.699999809265137], [0.0, 33.81703567504883, 5.088818073272705, -0.24811427295207977, 17.899999618530273], [0.0, 33.91081619262695, 5.283257961273193, -0.24811427295207977, 17.600000381469727], [0.0, 34.102413177490234, 4.824937343597412, -0.24811427295207977, 14.800000190734863], [0.0, 34.90079116821289, 3.260075092315674, -0.24811427295207977, 14.600000381469727], [0.0, 34.985572814941406, 3.644202470779419, -0.24811427295207977, 15.199999809265137]"
1251,1731187737.658914,2,"[0.0, 33.983436584472656, 3.8228182792663574, -0.37217140197753906, 14.100000381469727], [0.0, 34.18239212036133, 3.0692760944366455, -0.37217140197753906, 13.699999809265137]"
1252,1731187737.708914,8,"[0.0, 33.99580001831055, 2.331303834915161, -0.37217140197753906, 16.899999618530273], [-1.0686805248260498, 34.11578369140625, 2.1116716861724854, -0.37217140197753906, 18.299999237060547], [0.0, 34.15187454223633, 3.3920273780822754, -0.37217140197753906, 17.299999237060547], [-1.0763139724731445, 34.31635284423828, 2.7356960773468018, -0.37217140197753906, 13.399999618530273], [-1.0648638010025024, 33.82561492919922, 3.980346202850342, -0.24811427295207977, 17.600000381469727], [-1.0686805248260498, 33.88960266113281, 4.45428991317749, -0.24811427295207977, 19.200000762939453], [-1.0724972486495972, 33.98810958862305, 4.638378143310547, -0.24811427295207977, 18.5], [-1.0763139724731445, 34.064788818359375, 4.968541145324707, -0.24811427295207977, 14.600000381469727]"
1253,1731187737.758914,7,"[-1.091580867767334, 34.876808166503906, 1.6008497476577759, -0.37217140197753906, 13.899999618530273], [0.0, 34.94862365722656, 2.6994733810424805, -0.37217140197753906, 16.200000762939453], [0.0, 35.02456283569336, 3.2481272220611572, -0.37217140197753906, 15.699999809265137], [0.0, 35.1490478515625, 3.2283129692077637, -0.37217140197753906, 12.699999809265137], [-2.206061840057373, 35.21458435058594, 0.971504807472229, -0.37217140197753906, 12.699999809265137], [-1.0953975915908813, 34.86479949951172, 3.45530366897583, -0.24811427295207977, 13.800000190734863], [-1.0992141962051392, 34.987571716308594, 3.454253911972046, -0.24811427295207977, 13.899999618530273]"
1254,1731187737.808914,6,"[0.0, 34.036865234375, 3.3135592937469482, -0.37217140197753906, 14.600000381469727], [0.0, 34.1076545715332, 3.8110549449920654, -0.37217140197753906, 13.399999618530273], [-1.0953975915908813, 35.03548049926758, -0.09181153029203415, -0.37217140197753906, 13.100000381469727], [0.0, 33.55070495605469, 5.958133220672607, -0.24811427295207977, 14.899999618530273], [0.0, 33.757850646972656, 5.467682361602783, -0.24811427295207977, 16.100000381469727], [0.0, 33.893310546875, 5.3944220542907715, -0.24811427295207977, 14.800000190734863]"
1255,1731187737.858914,10,"[0.0, 33.81047821044922, 3.113227605819702, -0.37217140197753906, 14.0], [0.0, 33.94094467163086, 3.0267953872680664, -0.37217140197753906, 17.5], [-1.0686805248260498, 34.10109329223633, 2.3369412422180176, -0.37217140197753906, 18.700000762939453], [0.0, 34.17232131958008, 3.179431915283203, -0.37217140197753906, 17.700000762939453], [0.0, 34.216522216796875, 3.935004234313965, -0.37217140197753906, 13.300000190734863], [0.0, 33.55064392089844, 5.214876651763916, -0.24811427295207977, 14.699999809265137], [0.0, 33.67094802856445, 5.236076831817627, -0.24811427295207977, 18.299999237060547], [-1.0686805248260498, 33.8942985534668, 4.418428897857666, -0.24811427295207977, 19.700000762939453], [-1.0724972486495972, 33.98124694824219, 4.688385963439941, -0.24811427295207977, 18.799999237060547], [-1.0763139724731445, 34.0383415222168, 5.146594524383545, -0.24811427295207977, 14.699999809265137]"
